Car,Model,Mode,Driven (km),Fuel,Horse Power,Location,Price (Rs : lacs)
Toyota Yaris  2024 ATIV CVT 1.3 ,2022,Automatic,"47,000",Petrol,1500,Lahore,PKR 77 lacs
Honda City  2023 1.5L ASPIRE CVT ,2017,Automatic,"81,500",Petrol,1300,Lahore,PKR 42 lacs
Toyota Fortuner  2023 Legender  ,2006,Manual,"15,000",Petrol,1000,Lahore,PKR 7.5 lacs
Toyota Voxy  2016 X ,2020,Automatic,"24,000",Petrol,660,Lahore,PKR 36 lacs
Toyota Fortuner  2023 GR-S ,2016,Manual,"160,000",Petrol,1000,Lahore,PKR 20 lacs
Haval H6  2023 HEV ,2022,Automatic,"50,000",Diesel,2800,Lahore,PKR 1.79 crore
Toyota Corolla  2018 Altis Automatic 1.6 ,2020,Automatic,"22,000",Petrol,660,Lahore,PKR 35 lacs
Daihatsu Mira  2020 X SA lll ,2015,Automatic,"92,000",Petrol,660,Lahore,PKR 25 lacs
Toyota Corolla  2012 XLi VVTi Ecotec ,2020,Automatic,"37,000",Petrol,660,Lahore,PKR 37 lacs
Toyota Corolla  2016 Altis Automatic 1.6 ,2024,Automatic,123,Petrol,1500,Lahore,PKR 1.02 crore
Daihatsu Move  2010 Custom X Limited ,2020,Manual,"68,451",Petrol,660,Lahore,PKR 22.5 lacs
Honda Civic  2016 Turbo 1.5 VTEC CVT ,2016,Automatic,"46,500",Petrol,2700,Lahore,PKR 2.4 crore
Nissan Dayz  2022  ,2023,Automatic,1,Petrol,1200,Lahore,PKR 50 lacs
Toyota Vitz  2020 F Safety Edition III ,2017,Automatic,"73,500",Petrol,4600,Lahore,PKR 4.75 crore
Toyota Land Cruiser  1991  ,2022,Automatic,"3,700",Petrol,3500,Lahore,PKR 8.5 crore
Toyota Land Cruiser  1987  ,2019,Automatic,"9,800",Petrol,4600,Lahore,PKR 5.65 crore
Honda Vezel  2016  ,2021,Automatic,"21,268",Petrol,1500,Lahore,PKR 37.5 lacs
Suzuki Cultus  2007 VXR ,2018,Automatic,"55,000",Hybrid,1800,Lahore,PKR 86.95 lacs
Honda Civic  2006 VTi Oriel Prosmatec 1.6 ,2023,Automatic,40,Petrol,2000,Lahore,PKR 86.5 lacs
Honda Civic  2016 Turbo 1.5 VTEC CVT ,2019,Automatic,"30,000",Petrol,1800,Lahore,PKR 57 lacs
MG HS  2022 Trophy ,2022,Automatic,"32,000",Petrol,1600,Lahore,PKR 63 lacs
Toyota Corolla  2024 Altis 1.6 X CVT-i Special Edition ,2013,Automatic,"109,000",Petrol,4000,Lahore,PKR 1.99 crore
Suzuki Alto  2019 VXL AGS ,1994,Automatic,"82,000",Petrol,1500,Lahore,PKR 6.55 lacs
Toyota Prado 120 Series 2005 TX Limited 3.4 ,2022,Manual,"2,150",Petrol,999,Lahore,PKR 26.5 lacs
Toyota Prado  2010 TZ G 4.0 ,2006,Automatic,"150,000",Petrol,3000,Lahore,PKR 68 lacs
Honda Civic  2016 Turbo 1.5 VTEC CVT ,2021,Manual,"32,000",Petrol,1300,Lahore,PKR 37.9 lacs
Toyota Yaris  2021 ATIV X CVT 1.5 ,2007,Automatic,123,Petrol,4000,Lahore,PKR 50 lacs
Toyota Vitz  2009 F 1.0 ,2019,Manual,"45,700",Petrol,1000,Lahore,PKR 32.75 lacs
Toyota Vitz  2018 F 1.0 ,2020,Automatic,"4,600",Petrol,660,Lahore,PKR 31.95 lacs
Honda City  2016 Aspire 1.5 i-VTEC ,2008,Automatic,"102,000",Diesel,3000,Lahore,PKR 85 lacs
Toyota Hilux  2008 D-4D Automatic ,2015,Automatic,"78,000",Petrol,1000,Lahore,PKR 22.8 lacs
Toyota Hiace  2016 GL ,2018,Automatic,"60,000",Petrol,1500,Lahore,PKR 1.35 crore
Toyota Corolla 9th Generation 2001 2.0D Saloon ,2012,Automatic,"78,000",Petrol,5700,Lahore,PKR 2.98 crore
Suzuki Mehran  2015 VX Euro II Limited Edition ,2013,Automatic,"39,000",Petrol,1800,Lahore,PKR 1.07 crore
Honda BR-V  2018 i-VTEC ,2011,Automatic,"60,000",Petrol,1800,Lahore,PKR 81 lacs
Honda City  2017 1.3 i-VTEC ,2010,Automatic,"150,000",Petrol,1800,Lahore,PKR 21.5 lacs
KIA Sport,2018,Automatic,"53,000",Petrol,660,Lahore,PKR 29.25 lacs
Audi,2001,Automatic,"235,000",Petrol,1600,Lahore,PKR 14.5 lacs
Toyota Ya,2021,Automatic,"54,000",Diesel,2800,Lahore,PKR 1.2 crore
Honda C,2011,Manual,"67,000",Petrol,1000,Lahore,PKR 11.75 lacs
Suzuki Cul,2012,Automatic,"105,000",Hybrid,1500,Lahore,PKR 32.75 lacs
Toyota Coro,2007,Automatic,"110,000",Petrol,1500,Lahore,PKR 39.5 lacs
Toyota Pr,2022,Automatic,"17,000",Petrol,660,Lahore,PKR 28.25 lacs
Honda C,2021,Manual,"67,858",Petrol,1300,Lahore,PKR 27.5 lacs
Honda N ,2022,Manual,"49,000",Petrol,660,Lahore,PKR 24.95 lacs
Suzuki Cul,2022,Automatic,"24,200",Petrol,1300,Lahore,PKR 28.75 lacs
Toyota Passo  2020 X S  ,2013,Manual,"127,000",Petrol,1500,Lahore,PKR 25.5 lacs
Toyota Corolla  2019 Altis CVT-i 1.8 ,2018,Automatic,"33,422",Petrol,2700,Lahore,PKR 1.17 crore
Toyota Corolla  2022 Altis Grande X CVT-i 1.8 Black Interior ,2023,Automatic,1,Petrol,1999,Lahore,PKR 88.5 lacs
Suzuki Alto  2021 VXL AGS ,2024,Automatic,10,Hybrid,1500,Lahore,PKR 1.25 crore
Range Rover Vogue  2019 P400e ,2024,Automatic,10,Hybrid,1500,Lahore,PKR 1.25 crore
Toyota C-HR  2016 G-LED ,2020,Automatic,"51,000",Electric,73.0,Lahore,PKR 2.1 crore
Mitsubishi Lancer  2006 GL ,2023,Automatic,"5,000",Petrol,0.0,Lahore,PKR 87 lacs
Toyota Corolla  2001  ,2022,Automatic,"22,000",Diesel,2800,Lahore,PKR 1.3 crore
Changan Alsvin  2022 1.5L DCT Lumiere ,2010,Automatic,"140,000",Petrol,4608,Lahore,PKR 2.1 crore
Toyota Corolla  2021 Altis X Automatic 1.6 ,2012,Manual,"64,000",Petrol,1000,Lahore,PKR 14.5 lacs
Mitsubishi Pajero  1998 Exceed 3.5 ,2019,Automatic,"25,000",Petrol,1997,Lahore,PKR 7.38 crore
Toyota Hilux  2014 Vigo Champ GX ,2022,Automatic,"4,000",Petrol,3500,Lahore,PKR 8 crore
Toyota Surf  1993 SSR-X 3.4 ,2017,Automatic,"70,000",Hybrid,1800,Lahore,PKR 80 lacs
Honda Civic Eagle Eye 2004 VTi 1.6 ,2020,Automatic,"75,000",Diesel,2800,Lahore,PKR 1.1 crore
Toyota Corona  1972  ,2021,Automatic,"8,000",Petrol,1500,Lahore,PKR 74 lacs
Suzuki Wagon R  2018 VXL ,2003,Manual,"2,596",Petrol,1300,Lahore,PKR 8.5 lacs
Honda City  2017 1.3 i-VTEC ,2020,Manual,"20,500",Petrol,1300,Lahore,PKR 34.5 lacs
Audi e-tron  2020 50 Quattro 230 kW ,2013,Automatic,"130,000",Petrol,660,Lahore,PKR 22 lacs
Toyota Fortuner  2020 2.8 Sigma 4 ,2020,Automatic,"20,000",Petrol,660,Lahore,PKR 32.9 lacs
Toyota Mark X  2005 300G Premium ,2005,Manual,"155,000",Petrol,1600,Lahore,PKR 15.5 lacs
Toyota Corolla  2010 Altis Cruisetronic 1.8 ,2019,Automatic,"16,353",Petrol,1600,Lahore,PKR 1.91 crore
Toyota Porte  2007 130I ,2023,Automatic,"3,200",Petrol,2500,Lahore,PKR 1.18 crore
Suzuki Baleno  2005 Sport ,2007,Manual,"65,000",Petrol,1300,Lahore,PKR 16.5 lacs
Honda Civic  2009 VTi Prosmatec 1.8 i-VTEC ,2022,Automatic,"33,000",Petrol,2000,Lahore,PKR 73.25 lacs
Toyota Platz  2000 F 1.0 ,2017,Automatic,"91,000",Hybrid,1800,Lahore,PKR 71.5 lacs
Suzuki Mehran  1998 VXR ,2018,Automatic,"42,000",Petrol,660,Lahore,PKR 28.75 lacs
Suzuki Alto  2023 VXL AGS ,2021,Automatic,"28,000",Petrol,660,Lahore,PKR 26.55 lacs
Toyota Corolla  2015 Altis CVT-i 1.8 ,2017,Automatic,"78,000",Petrol,1800,Lahore,PKR 50 lacs
Toyota Corolla  2011 GLi Automatic 1.6 VVTi ,2011,Automatic,"160,000",Petrol,1800,Lahore,PKR 25 lacs
Honda N Wgn  2017 Custom G ,2021,Automatic,"41,000",Petrol,1500,Lahore,PKR 52.5 lacs
Suzuki Every Wagon  2018 JP ,2023,Automatic,"1,900",Petrol,1500,Lahore,PKR 1 crore
Toyota Corolla  1986  ,2022,Automatic,"25,000",Petrol,1500,Lahore,PKR 51.5 lacs
Toyota Vitz  2010 B Intelligent Package 1.0 ,2023,Automatic,"3,200",Petrol,2500,Lahore,PKR 1.18 crore
Toyota Vitz  2006 F 1.0 ,2014,Automatic,"100,000",Petrol,1800,Lahore,PKR 39.5 lacs
KIA Sportage  2020 AWD ,2022,Automatic,"12,000",Petrol,1500,Lahore,PKR 79.9 lacs
Toyota Yaris Hatchback  2020  ,2009,Automatic,"82,000",Petrol,1000,Lahore,PKR 22.4 lacs
Toyota Passo  2020 Moda G ,2022,Automatic,"18,000",Petrol,660,Lahore,PKR 27.9 lacs
KIA Sport,2014,Automatic,"97,500",Petrol,1800,Lahore,PKR 93 lacs
Audi,2023,Automatic,1,Petrol,998,Lahore,PKR 38.5 lacs
Toyota Ya,2021,Automatic,"17,570",Hybrid,1500,Lahore,PKR 85 lacs
Honda C,2015,Automatic,"135,000",Hybrid,2000,Lahore,PKR 1.35 crore
Suzuki Cul,2020,Automatic,"117,000",Petrol,1000,Lahore,PKR 45.8 lacs
Toyota Coro,2021,Automatic,"4,000",Petrol,659,Lahore,Call
Toyota Pr,2017,Manual,"57,500",Petrol,998,Lahore,PKR 51 lacs
Honda C,2022,Automatic,"10,310",Petrol,1999,Lahore,PKR 75 lacs
Honda N ,2023,Automatic,900,Diesel,2800,Lahore,PKR 1.92 crore
Suzuki Cul,2020,Automatic,"10,000",Hybrid,659,Lahore,PKR 41 lacs
Suzuki MR Wagon  2013 X IDLING STOP ,2018,Automatic,"49,000",Petrol,660,Lahore,PKR 31 lacs
MG HS  2020 Trophy ,2018,Automatic,"63,000",Hybrid,1500,Lahore,PKR 88 lacs
Tesla Model 3  2021 Long Range ,2020,Automatic,"28,000",Hybrid,1200,Lahore,PKR 85 lacs
Toyota Mark X  2005 300G ,2021,Automatic,"23,505",Petrol,1500,Lahore,PKR 41 lacs
Toyota C-HR  2017 S-LED ,2018,Automatic,"42,000",Hybrid,1500,Lahore,PKR 78.5 lacs
Suzuki Swift  2017 DLX 1.3 Navigation  ,2017,Automatic,"120,000",Petrol,1300,Lahore,PKR 26.5 lacs
Honda Civic Rebirth 2015 VTi Oriel Prosmatec 1.8 i-VTEC ,2021,Automatic,"12,000",Petrol,1500,Lahore,PKR 75 lacs
MG HS  2021 1.5 Turbo ,2019,Manual,"76,000",Petrol,1300,Lahore,PKR 39.5 lacs
Honda Civic  2021 Oriel 1.8 i-VTEC CVT ,2008,Manual,"152,000",Petrol,1800,Lahore,PKR 19.8 lacs
Mitsubishi Ek Wagon  2020 G Safety Package ,2022,Automatic,"19,700",Petrol,1200,Lahore,PKR 38.45 lacs
Mitsubishi Pajero  1995 Exceed 2.8D ,2004,Manual,"490,000",Petrol,1300,Lahore,PKR 13 lacs
Honda Civic  2017 Oriel 1.8 i-VTEC CVT ,2012,Automatic,"119,000",Petrol,1800,Lahore,PKR 29.25 lacs
Suzuki Swift  2017 DLX 1.3 ,2011,Manual,"160,000",Petrol,1300,Lahore,PKR 27 lacs
Toyota Land Cruiser  2018 ZX ,2010,Automatic,"190,500",Petrol,1800,Lahore,PKR 27.25 lacs
Toyota Prado 120 Series 2004 TX Limited 2.7 ,2017,Manual,"70,000",Petrol,1000,Lahore,PKR 22.5 lacs
KIA Sportage  2021 AWD ,2008,Manual,"125,000",Petrol,800,Lahore,PKR 6.95 lacs
MG HS  2024 Essence ,2014,Automatic,"100,500",Petrol,1000,Lahore,PKR 27.5 lacs
Honda N Wgn  2018 G ,2008,Manual,"131,000",Petrol,1300,Lahore,PKR 18.9 lacs
Honda Vezel  2014 Hybrid Z ,2017,Manual,"66,890",Petrol,1300,Lahore,PKR 31 lacs
Suzuki Ravi  2022 Euro II ,1994,Automatic,"100,000",Petrol,2000,Lahore,PKR 16 lacs
Hyundai Tucson  2023 FWD A/T GLS Sport ,2019,Automatic,"40,000",Petrol,660,Lahore,PKR 26 lacs
Toyota Yaris  2022 ATIV CVT 1.3 ,1989,Manual,375,Petrol,1000,Lahore,PKR 6.5 lacs
Suzuki Mehran  2016 VXR Euro II ,1995,Manual,"131,453",Petrol,1750,Lahore,PKR 11 lacs
Chevrolet Exclusive  2005 LS 0.8 ,2022,Manual,"33,000",Petrol,1200,Lahore,PKR 43 lacs
KIA Picanto  2022 1.0 MT ,2013,Manual,"115,000",Petrol,1300,Lahore,PKR 27.95 lacs
Toyota Corolla  2011 XLi VVTi ,2019,Automatic,"65,000",Diesel,2800,Lahore,PKR 1.35 crore
Daihatsu Move  2017 Custom X ,2018,Automatic,"71,000",Petrol,1800,Lahore,PKR 54 lacs
Suzuki Cultus  2021 Auto Gear Shift ,2021,Automatic,"21,000",Hybrid,659,Lahore,PKR 39.9 lacs
Suzuki Swift  2022 GLX CVT ,2021,Automatic,"32,000",Petrol,1200,Lahore,PKR 85 lacs
Suzuki Alto  2023 VXL AGS ,2018,Automatic,"13,000",Petrol,4600,Lahore,PKR 5.05 crore
Subaru Stella  2016  ,2021,Automatic,"8,500",Electric,101.0,Lahore,PKR 4.19 crore
Suzuki Jimny  1989  ,2016,Automatic,"92,000",Petrol,4600,Lahore,PKR 2.39 crore
Suzuki Cultus  2021 VXR ,2012,Automatic,"102,000",Petrol,2500,Lahore,PKR 68.5 lacs
Daihatsu Mira  2008 X ,2022,Automatic,"65,000",Petrol,1500,Lahore,PKR 80 lacs
Toyota Corolla  2018 Altis Automatic 1.6 ,2017,Manual,"66,930",Petrol,1300,Lahore,PKR 31 lacs
Hyundai Sonata  2021 2.5 ,2008,Manual,"120,000",Petrol,1300,Lahore,PKR 17.5 lacs
Toyota Vitz  2018 F 1.0 ,2014,Automatic,"146,000",Petrol,1500,Lahore,PKR 45 lacs
KIA Sport,2015,Manual,"76,542",Petrol,1000,Lahore,PKR 15.5 lacs
Audi,2021,Manual,"28,000",Petrol,660,Lahore,PKR 23.9 lacs
Toyota Ya,2021,Automatic,"45,000",Petrol,1800,Lahore,PKR 67.5 lacs
Honda C,2001,Automatic,"150,000",Petrol,1500,Lahore,PKR 12.75 lacs
Suzuki Cul,2020,Automatic,"31,000",Petrol,660,Lahore,PKR 38.75 lacs
Toyota Coro,2022,Automatic,"17,000",Electric,94.0,Lahore,PKR 4.3 crore
Toyota Pr,2012,Manual,"180,000",Petrol,1300,Lahore,PKR 18 lacs
Honda C,2022,Automatic,100,Petrol,3400,Lahore,PKR 14.6 crore
Honda N ,2018,Manual,"55,000",Petrol,800,Lahore,PKR 12.5 lacs
Suzuki Cul,2020,Automatic,"62,900",Petrol,660,Lahore,PKR 33.85 lacs
Toyota Passo  2014 X ,2018,Automatic,"115,000",Petrol,1500,Lahore,PKR 36.9 lacs
BMW X2  2019 sDrive18i ,2017,Automatic,"78,000",Petrol,1300,Lahore,PKR 36.5 lacs
Toyota C-HR  2018 G-LED ,2017,Automatic,"72,000",Petrol,1300,Lahore,PKR 34.95 lacs
Toyota Hilux  2021 Revo V Automatic 2.8 ,2012,Automatic,"118,245",Petrol,1800,Lahore,PKR 25.75 lacs
Jeep Gladiator   2020 Rubicon ,2013,Automatic,"93,000",Petrol,1800,Lahore,PKR 35.5 lacs
Toyota Fortuner  2018 2.7 VVTi ,2017,Automatic,"98,000",Petrol,1800,Lahore,PKR 48 lacs
Suzuki Wagon R  2021 VXL ,2000,Manual,"22,299",Petrol,800,Lahore,PKR 6 lacs
Toyota C-HR  2017 G ,2005,Automatic,"117,000",Petrol,1500,Lahore,PKR 15.95 lacs
Nissan Note  2021  ,2004,Manual,"245,000",Petrol,1600,Lahore,PKR 12.5 lacs
Daihatsu Taft  2020  ,1998,Automatic,"175,000",Petrol,1500,Lahore,PKR 9.5 lacs
Suzuki Liana  2008  ,1989,Manual,123,Petrol,800,Lahore,PKR 5.95 lacs
Toyota Land Cruiser  2018 ZX ,2018,Automatic,"73,600",Petrol,1600,Lahore,PKR 44.65 lacs
Suzuki Cultus  2014 EURO II ,2012,Automatic,"148,000",Petrol,1300,Lahore,PKR 31.5 lacs
Honda City 5th Generation 2016 1.3 i-VTEC ,1984,Manual,"3,000",Petrol,3000,Lahore,PKR 22 lacs
Honda City  2015 Aspire Prosmatec 1.5 i-VTEC ,2023,Automatic,"1,800",Diesel,2800,Lahore,PKR 1.44 crore
Honda Freed  2011 + Hybrid G Honda Sensing ,2017,Automatic,"55,978",Petrol,660,Lahore,PKR 30.5 lacs
Toyota Yaris  2022 ATIV X CVT 1.5 ,2011,Automatic,"125,000",Petrol,660,Lahore,PKR 22 lacs
KIA Sportage  2023 AWD ,2016,Automatic,"67,000",Petrol,660,Lahore,PKR 28.25 lacs
Audi A3  2016 1.2 TFSI Exclusive Line ,2022,Automatic,"21,000",Petrol,1500,Lahore,PKR 47.95 lacs
Mitsubishi Minica  2017  ,2020,Automatic,"30,508",Hybrid,660,Lahore,PKR 37.95 lacs
Suzuki Baleno  2005 JXR ,2020,Automatic,"11,000",Petrol,660,Lahore,PKR 35.45 lacs
Honda City  2006 i-DSI ,2001,Manual,"168,734",Petrol,1000,Lahore,PKR 6.75 lacs
Toyota Hilux  2023 Revo V Automatic 2.8 ,2016,Manual,"100,000",Petrol,1000,Lahore,PKR 17.5 lacs
Toyota Land Cruiser 80 Series 1992 GX 4.2D ,2014,Manual,"136,000",Petrol,1000,Lahore,PKR 15.5 lacs
Toyota Prado  2012 TZ-G 2.8L Diesel ,2021,Manual,"74,542",Petrol,1300,Lahore,PKR 26.9 lacs
Mercedes Benz SLK Class  2012 SLK200 ,2021,Manual,"47,000",Petrol,1000,Lahore,PKR 24.9 lacs
Suzuki Liana  2008 LXi Sport ,1993,Manual,"400,000",Diesel,2800,Lahore,PKR 22 lacs
Toyota Corolla  2016 GLi Automatic 1.3 VVTi ,2015,Automatic,"116,000",Petrol,660,Lahore,PKR 27 lacs
Toyota Corolla  2022 Altis 1.6 X CVT-i ,2020,Automatic,"43,000",Hybrid,660,Lahore,PKR 37 lacs
Suzuki Mehran  2016 VXR Euro II ,2017,Manual,"123,000",Petrol,1000,Lahore,PKR 21.2 lacs
Suzuki Alto  2022 VXL AGS ,2010,Manual,"104,000",Petrol,1300,Lahore,PKR 17.5 lacs
Daihatsu Mira  2016 G Smart Drive Package ,2020,Automatic,"60,000",Petrol,2000,Lahore,PKR 73.5 lacs
Suzuki Alto  2010 VXR ,2015,Automatic,"118,000",Petrol,660,Lahore,PKR 24 lacs
Toyota Prado  2016 TX 2.7 ,2022,Automatic,"18,000",Diesel,2800,Lahore,PKR 1.92 crore
Honda City 5th Generation 2014 1.3 i-VTEC ,2005,Manual,"188,000",Petrol,1500,Lahore,PKR 16.7 lacs
Honda Civic  2019 Oriel 1.8 i-VTEC CVT ,2019,Automatic,"46,000",Petrol,2000,Lahore,PKR 64 lacs
Toyota Hilux  2023 Revo Rocco ,2021,Automatic,"22,000",Hybrid,660,Lahore,PKR 39.3 lacs
KIA Sport,2005,Automatic,"19,000",Petrol,1000,Lahore,PKR 39.75 lacs
Audi,2020,Automatic,"41,700",Petrol,660,Lahore,PKR 27 lacs
Toyota Ya,2019,Automatic,"33,000",Petrol,1000,Lahore,PKR 40.5 lacs
Honda C,2006,Manual,"80,000",Petrol,2000,Lahore,PKR 25 lacs
Suzuki Cul,2016,Automatic,"80,000",Petrol,1500,Lahore,PKR 68.5 lacs
Toyota Coro,2019,Automatic,"14,430",Hybrid,660,Lahore,PKR 39.5 lacs
Toyota Pr,2021,Automatic,"13,000",Petrol,660,Lahore,PKR 34.75 lacs
Honda C,2011,Manual,"125,000",Petrol,1300,Lahore,PKR 15.75 lacs
Honda N ,2020,Automatic,"26,000",Petrol,659,Lahore,PKR 34.75 lacs
Suzuki Cul,1997,Manual,"265,000",Diesel,2700,Lahore,PKR 35 lacs
Toyota Prado  2018 TX L Package 2.7 ,2015,Automatic,"80,850",Petrol,1500,Lahore,PKR 32 lacs
Toyota Fortuner  2022 2.8 Sigma 4 ,2020,Manual,"56,854",Hybrid,660,Lahore,PKR 37.75 lacs
Honda BR-V  2017 i-VTEC S ,2022,Automatic,"28,250",Petrol,1600,Lahore,PKR 59 lacs
Suzuki Alto  2023 VXR ,2019,Automatic,"28,809",Petrol,660,Lahore,PKR 34.75 lacs
Suzuki Alto  2023 VX ,2018,Automatic,"104,000",Hybrid,1500,Lahore,PKR 55.75 lacs
Suzuki Alto  2024 VX ,2009,Automatic,"102,000",Petrol,1800,Lahore,PKR 20 lacs
Suzuki Every  2018 PC ,2020,Automatic,"82,000",Petrol,1600,Lahore,PKR 53.3 lacs
Toyota Prado  2016 TX L Package 2.7 ,2020,Automatic,"16,000",Petrol,1000,Lahore,PKR 42.75 lacs
Toyota Fortuner  2022 Legender  ,2018,Automatic,"109,000",Petrol,1500,Lahore,PKR 79.75 lacs
Honda Civic  2004 VTi Prosmatec 1.6 ,2018,Automatic,"180,000",Petrol,1500,Lahore,PKR 63.75 lacs
Toyota Corolla  2023 Altis Grande X CVT-i 1.8 Beige Interior ,2005,Automatic,"206,628",Petrol,1800,Lahore,PKR 47.75 lacs
Toyota C-HR  2018 S-LED ,2017,Automatic,"34,500",Petrol,660,Lahore,PKR 29.45 lacs
Toyota C-HR  2018 G-LED ,1999,Automatic,"100,000",Petrol,1100,Lahore,PKR 16.5 lacs
Toyota Land Cruiser  2018 ZX ,2016,Automatic,"125,000",Petrol,660,Lahore,PKR 26 lacs
Proton X70  2022 Premium FWD ,2008,Automatic,"105,000",Petrol,1300,Lahore,PKR 20.1 lacs
Honda Civic 11th Generation 2022 Oriel ,2022,Automatic,"12,200",Petrol,1200,Lahore,PKR 56 lacs
Honda City  2008 i-DSI ,2019,Manual,"59,200",Petrol,1300,Lahore,PKR 36.5 lacs
MG 4  2023 Essence ,2024,Automatic,12,Hybrid,1600,Lahore,PKR 1.51 crore
Suzuki Cultus  2019 VXL ,2022,Automatic,"12,000",Petrol,660,Lahore,PKR 39.49 lacs
Honda HR-V  2022 VTi-S ,2022,Automatic,"43,000",Petrol,1598,Lahore,PKR 63.15 lacs
Suzuki Margalla  1994 GL ,2015,Automatic,10,Hybrid,1500,Lahore,PKR 38 lacs
Toyota Corolla  2016 GLi Automatic 1.3 VVTi ,2015,Automatic,"91,000",Petrol,660,Lahore,PKR 26.5 lacs
Daihatsu Move  2021 L ,2003,Manual,"274,000",Petrol,660,Lahore,PKR 5.4 lacs
Toyota Corolla  2018 GLi 1.3 VVTi ,2012,Manual,"183,000",Petrol,1300,Lahore,PKR 25.5 lacs
Toyota Aqua  2019 S ,2022,Automatic,"5,400",Petrol,1500,Lahore,PKR 84 lacs
Suzuki Wagon R  2023 VXL ,2016,Automatic,"66,000",Hybrid,1500,Lahore,PKR 44 lacs
Honda BR-V  2023 i-VTEC S ,2021,Automatic,"19,000",Petrol,1800,Lahore,PKR 68 lacs
Changan Alsvin  2021 1.5L DCT Lumiere ,1999,Automatic,"14,600",Petrol,1300,Lahore,PKR 10 lacs
Suzuki Ravi  2021 Euro II ,1985,Manual,"28,000",Petrol,1200,Lahore,PKR 3 lacs
Honda Accord  1986  ,2015,Manual,"82,000",Petrol,1300,Lahore,PKR 32.5 lacs
Toyota Belta  2008 X 1.0 ,2010,Automatic,"80,000",Petrol,1500,Lahore,PKR 27.75 lacs
Honda Civic Rebirth 2014 VTi Prosmatec 1.8 i-VTEC ,2023,Automatic,"7,000",Petrol,1200,Lahore,PKR 72 lacs
Toyota Corolla  2021 Altis X Automatic 1.6 ,2020,Automatic,"27,300",Petrol,2000,Lahore,PKR 76 lacs
Honda Civic  2009 VTi Oriel Prosmatec 1.8 i-VTEC ,2022,Manual,"35,000",Petrol,1000,Lahore,PKR 29.5 lacs
Honda City 5th Generation 2018 1.5 i-VTEC Prosmatec ,2022,Automatic,"6,000",Petrol,1500,Lahore,PKR 52 lacs
KIA Sorento  2022 3.5 FWD ,2020,Automatic,"42,000",Petrol,1600,Lahore,PKR 56.5 lacs
Toyota Camry  2007 Up-Spec Automatic 2.4 ,2017,Manual,"145,000",Petrol,1500,Lahore,PKR 36 lacs
KIA Sport,2019,Automatic,"43,000",Petrol,1800,Lahore,PKR 59.5 lacs
Audi,2011,Automatic,"82,000",Petrol,660,Lahore,PKR 21.5 lacs
Toyota Ya,2016,Automatic,"85,000",Petrol,1500,Lahore,PKR 55 lacs
Honda C,2014,Manual,"90,000",Petrol,1000,Lahore,PKR 15.5 lacs
Suzuki Cul,2021,Automatic,"50,000",Petrol,1000,Lahore,PKR 36.5 lacs
Toyota Coro,2015,Manual,"125,000",Petrol,1300,Lahore,PKR 33 lacs
Toyota Pr,1993,Manual,"100,000",Petrol,1300,Lahore,PKR 5.5 lacs
Honda C,2019,Automatic,"60,000",Petrol,1800,Lahore,PKR 55.9 lacs
Honda N ,2012,Automatic,"135,000",Petrol,1800,Lahore,PKR 27 lacs
Suzuki Cul,2022,Manual,"25,000",Petrol,1000,Lahore,PKR 33.7 lacs
Lexus LX Series  2016 LX570 ,2023,Automatic,"21,000",Petrol,2000,Lahore,PKR 82 lacs
Honda City  2021 1.5L ASPIRE CVT ,2013,Automatic,"83,000",Petrol,660,Lahore,PKR 22.85 lacs
Suzuki Every 11th Generation (JDM) 2019 Join Turbo ,2020,Automatic,"28,000",Petrol,1800,Lahore,PKR 61.25 lacs
Hyundai Elantra  2021 GLS ,2013,Automatic,"103,000",Petrol,4600,Lahore,PKR 2.52 crore
Toyota Prado  2017 TX 2.7 ,2019,Automatic,"122,000",Petrol,1300,Lahore,PKR 41 lacs
Honda Civic  2019 Oriel 1.8 i-VTEC CVT ,2002,Manual,"165,000",Petrol,1300,Lahore,PKR 21.5 lacs
Toyota Prius  2020 PHV GR Sport ,2013,Automatic,"140,500",Petrol,1600,Lahore,PKR 29.5 lacs
Honda Vezel  2018 Hybrid Z ,2017,Automatic,"126,000",Petrol,1800,Lahore,PKR 44 lacs
Daihatsu Boon  2019 Cilq ,2022,Automatic,50,Petrol,1500,Lahore,PKR 71.5 lacs
KIA Classic  2001  ,2019,Automatic,"57,500",Petrol,1300,Lahore,PKR 42.85 lacs
Changan Karvaan  2021 Plus ,2011,Manual,"199,000",Petrol,1000,Lahore,PKR 11.9 lacs
Toyota Vitz  2010 F M Package 1.0 ,2018,Automatic,"154,000",Petrol,1800,Lahore,PKR 54.25 lacs
Honda Civic Rebirth 2013 VTi Oriel Prosmatec 1.8 i-VTEC ,2012,Automatic,"75,000",Petrol,2700,Lahore,PKR 1.82 crore
Toyota Corolla 9th Generation 2006 GLi 1.3 ,2013,Manual,"45,000",Petrol,1300,Lahore,PKR 27.5 lacs
Suzuki Alto  2023 VXR ,2017,Manual,"140,000",Petrol,1300,Lahore,PKR 32.5 lacs
Toyota Land Cruiser  2001 Cygnus ,2017,Automatic,"122,200",Petrol,1600,Lahore,PKR 45 lacs
Honda Freed  2020 Hybrid B  ,2017,Automatic,"75,000",Petrol,1800,Lahore,PKR 48.55 lacs
KIA Sportage  2022 AWD ,2003,Manual,"99,000",Petrol,2000,Lahore,PKR 11.9 lacs
